"ELF Code","Country of formation","Country Code (ISO 3166-1)","Jurisdiction of formation","Country sub-division code (ISO 3166-2)","Entity Legal Form name Local name","Language","Language Code (ISO 639-1)","Entity Legal Form name Transliterated name (per ISO 01-140-10)","Abbreviations Local language","Abbreviations transliterated","Date created YYYY-MM-DD (ISO 8601)","ELF Status ACTV/INAC","Modification","Modification date YYYY-MM-DD (ISO 8601)","Reason"
"CT3J","Canada","CA","Québec","CA-QC","Personne morale sans but lucratif par Loi sur les compagnies (Partie II et Partie III), Code des professions, Loi concernant le regroupement et la gestion des commissions scolaires , Loi sur l’aménagement et l’urbanisme, Loi sur l’instruction publique, Loi sur l’organisation municipale de certains territoires, Loi sur la conservation de la faune, Loi sur la conservation et la mise en valeur de la faune, Loi sur la constitution de certaines Églises, Loi sur la Fédération des guides catholiques du Québec , Loi sur la Fédération des scouts catholiques du Québec , Loi sur la formation et la qualification professionnelles de la main-d’œuvre, Loi sur la mise en marché des produits agricoles, alimentaires et de la pêche, Loi sur la mise en marché des produits agricoles, Loi sur la probation et sur les établissements de détention, Loi sur la santé et la sécurité du travail, Loi sur la Société d’habitation du Québec, Loi sur la société Saint-Jean-Baptiste de Trois-Rivières, Loi sur la société Saint-Jean-Baptiste du Québec, Loi sur les associations coopératives, Loi sur les assurances, Loi sur les cercles agricoles, Loi sur les Chevaliers de Colomb de la province de Québec, Loi sur les cités et villes, Loi sur les clubs de chasse et de pêche, Loi sur les clubs de récréation, Loi sur les collèges d'enseignement général et professionnel, Loi sur les compagnies de cimetière, Loi sur les compagnies de cimetières catholiques romains, Loi sur les corporations de fonds de sécurité, Loi sur les corporations religieuses, Loi sur les décrets de convention collective, Loi sur les évêques catholiques romains, Loi sur les fabriques, Loi sur les services correctionnels, Loi sur les services de santé et les services sociaux pour les autochtones cris, Loi sur les services de santé et les services sociaux, Loi sur les sociétés agricoles et laitières, Loi sur les sociétés d'agriculture, Loi sur les sociétés d'horticulture, Loi sur les sociétés nationales de bienfaisance, Loi sur les syndicats professionnels, Loi sur les villages miniers, Loi sur les villages nordiques et l’Administration régionale Kativik, Loi sur les villes minières, Loi sur l'organisation territoriale municipale, Loi sur les sociétés préventives de cruauté envers les animaux","French","fr","Personne morale sans but lucratif par Loi sur les compagnies (Partie II et Partie III), Code des professions, Loi concernant le regroupement et la gestion des commissions scolaires , Loi sur l’aménagement et l’urbanisme, Loi sur l’instruction publique, Loi sur l’organisation municipale de certains territoires, Loi sur la conservation de la faune, Loi sur la conservation et la mise en valeur de la faune, Loi sur la constitution de certaines Églises, Loi sur la Fédération des guides catholiques du Québec , Loi sur la Fédération des scouts catholiques du Québec , Loi sur la formation et la qualification professionnelles de la main-d’œuvre, Loi sur la mise en marché des produits agricoles, alimentaires et de la pêche, Loi sur la mise en marché des produits agricoles, Loi sur la probation et sur les établissements de détention, Loi sur la santé et la sécurité du travail, Loi sur la Société d’habitation du Québec, Loi sur la société Saint-Jean-Baptiste de Trois-Rivières, Loi sur la société Saint-Jean-Baptiste du Québec, Loi sur les associations coopératives, Loi sur les assurances, Loi sur les cercles agricoles, Loi sur les Chevaliers de Colomb de la province de Québec, Loi sur les cités et villes, Loi sur les clubs de chasse et de pêche, Loi sur les clubs de récréation, Loi sur les collèges d'enseignement général et professionnel, Loi sur les compagnies de cimetière, Loi sur les compagnies de cimetières catholiques romains, Loi sur les corporations de fonds de sécurité, Loi sur les corporations religieuses, Loi sur les décrets de convention collective, Loi sur les évêques catholiques romains, Loi sur les fabriques, Loi sur les services correctionnels, Loi sur les services de santé et les services sociaux pour les autochtones cris, Loi sur les services de santé et les services sociaux, Loi sur les sociétés agricoles et laitières, Loi sur les sociétés d'agriculture, Loi sur les sociétés d'horticulture, Loi sur les sociétés nationales de bienfaisance, Loi sur les syndicats professionnels, Loi sur les villages miniers, Loi sur les villages nordiques et l’Administration régionale Kativik, Loi sur les villes minières, Loi sur l'organisation territoriale municipale, Loi sur les sociétés préventives de cruauté envers les animaux","","","2017-11-30","ACTV","","",""
"JVMD","Canada","CA","Québec","CA-QC","Société par actions par Fonds mutuel constitué par acte de fiducie, Loi sur les assurances, Loi sur les compagnies de fidéicommis, Loi sur les compagnies de flottage, Loi sur les compagnies de gaz, d’eau et d’électricité, Loi sur les compagnies de télégraphe et de téléphone, Loi sur les compagnies minières, Loi sur les sociétés de construction, Loi sur les sociétés de développement de l'entreprise québécoise, Loi sur les sociétés de fiducie et les sociétés d'épargne, Loi sur les sociétés de patrons de fabriques de producteurs laitiers, Loi sur les sociétés d'entraide économique, Loi sur les sociétés d'exploration minière, Loi sur les syndicats d'élevage","French","fr","Société par actions par Fonds mutuel constitué par acte de fiducie, Loi sur les assurances, Loi sur les compagnies de fidéicommis, Loi sur les compagnies de flottage, Loi sur les compagnies de gaz, d’eau et d’électricité, Loi sur les compagnies de télégraphe et de téléphone, Loi sur les compagnies minières, Loi sur les sociétés de construction, Loi sur les sociétés de développement de l'entreprise québécoise, Loi sur les sociétés de fiducie et les sociétés d'épargne, Loi sur les sociétés de patrons de fabriques de producteurs laitiers, Loi sur les sociétés d'entraide économique, Loi sur les sociétés d'exploration minière, Loi sur les syndicats d'élevage","","","2017-11-30","ACTV","","",""
"QB2W","Canada","CA","Québec","CA-QC","Coopérative","French","fr","Coopérative","coopérative;coopératif;coopération;coop","cooperative;cooperation;coop","2017-11-30","ACTV","","",""
"RQIC","Canada","CA","Québec","CA-QC","Société en commandite","French","fr","Société en commandite","S.E.C.","","2017-11-30","ACTV","","",""
"T1LR","Canada","CA","Québec","CA-QC","Syndicat de copropriété","French","fr","Syndicat de copropriété","","","2017-11-30","ACTV","","",""
"TWLR","Canada","CA","Québec","CA-QC","Association","French","fr","Association","","","2017-11-30","ACTV","","",""
"UG3Z","Canada","CA","Québec","CA-QC","Société par actions par Loi sur les sociétés par actions","French","fr","Société par actions par Loi sur les sociétés par actions","s.a.;ltée;inc.","corp.;ltd;inc.","2017-11-30","ACTV","","",""
"YRUJ","Canada","CA","Québec","CA-QC","Société en nom collectif","French","fr","Société en nom collectif","S.E.N.C.","","2017-11-30","ACTV","","",""
"Z6MF","Canada","CA","Québec","CA-QC","Selon la loi par Loi spéciale du Québec à caractère privé","French","fr","Selon la loi par Loi spéciale du Québec à caractère privé","","","2017-11-30","ACTV","","",""
"3OVJ","Canada","CA","Saskatchewan","CA-SK","Non-profit Corporations","English","en","Non-profit Corporations","Inc.;Corp.","","2017-11-30","ACTV","","",""
"5D9I","Canada","CA","Saskatchewan","CA-SK","Limited Liabilty Partnerships","English","en","Limited Liabilty Partnerships","","","2017-11-30","ACTV","","",""
"5EEA","Canada","CA","Saskatchewan","CA-SK","Corporations formed by an Act of the Saskatchewan legislature","English","en","Corporations formed by an Act of the Saskatchewan legislature","","","2017-11-30","ACTV","","",""
"7IKZ","Canada","CA","Saskatchewan","CA-SK","Limited Partnership","English","en","Limited Partnership","","","2017-11-30","ACTV","","",""
"7XZL","Canada","CA","Saskatchewan","CA-SK","New Generation Co-operatives","English","en","New Generation Co-operatives","co-op. ltd.","","2017-11-30","ACTV","","",""
"8KL5","Canada","CA","Saskatchewan","CA-SK","Condominium Corporations","English","en","Condominium Corporations","","","2017-11-30","ACTV","","",""
"FYYY","Canada","CA","Saskatchewan","CA-SK","Credit Unions","English","en","Credit Unions","","","2017-11-30","ACTV","","",""
"I8VP","Canada","CA","Saskatchewan","CA-SK","Sole Proprietors","English","en","Sole Proprietors","","","2017-11-30","ACTV","","",""
"JNCJ","Canada","CA","Saskatchewan","CA-SK","Co-operatives","English","en","Co-operatives","co-op;ltd.","","2017-11-30","ACTV","","",""
"KZDW","Canada","CA","Saskatchewan","CA-SK","Syndicates","English","en","Syndicates","","","2017-11-30","ACTV","","",""
"L2NN","Canada","CA","Saskatchewan","CA-SK","Joint Ventures","English","en","Joint Ventures","","","2017-11-30","ACTV","","",""
"LMSY","Canada","CA","Saskatchewan","CA-SK","Partnership","English","en","Partnership","","","2017-11-30","ACTV","","",""
"UWMY","Canada","CA","Saskatchewan","CA-SK","Business Corporations","English","en","Business Corporations","Ltd.;Inc.;Corp.","","2017-11-30","ACTV","","",""
"1IWK","China","CN","","","外国常驻新闻机构","Chinese","zh","wai guo chang zhu xin wen ji gou","","","2019-07-05","ACTV","","",""
"2M6Y","China","CN","","","基金会","Chinese","zh","ji jin hui","","","2019-07-05","ACTV","","",""
"5A9K","China","CN","","","军队事业单位","Chinese","zh","jun dui shi ye dan wei","","","2019-07-05","ACTV","","",""
"5GXA","China","CN","","","村级集体经济组织","Chinese","zh","cun ji ji ti jing ji zu zhi","","","2019-07-05","ACTV","","",""
"6KC0","China","CN","","","宗教院校","Chinese","zh","zong jiao yuan xiao","","","2019-07-05","ACTV","","",""
"6NSC","China","CN","","","律师执业机构","Chinese","zh","lv shi zhi ye ji gou","","","2019-07-05","ACTV","","",""
"8XAW","China","CN","","","外国在华文化中心","Chinese","zh","wai guo zai hua wen hua zhong xin","","","2019-07-05","ACTV","","",""
"B5UZ","China","CN","","","事业单位","Chinese","zh","shi ye dan wei","","","2019-07-05","ACTV","","",""
"BDTI","China","CN","","","编办直接管理机构编制的群众团体","Chinese","zh","bian ban zhi jie guan li ji gou bian zhi de qun zhong tuan ti","","","2019-07-05","ACTV","","",""
"C38B","China","CN","","","其他（外交）","Chinese","zh","qi ta（ wai jiao ）","","","2019-07-05","ACTV","","",""
"CYV6","China","CN","","","其他（中央军委改革和编制办公室）","Chinese","zh","qi ta（ zhong yang jun wei gai ge he bian zhi ban gong shi ）","","","2019-07-05","ACTV","","",""
"DLEK","China","CN","","","乡镇级集体经济组织","Chinese","zh","xiang zhen ji ji ti jing ji zu zhi","","","2019-07-05","ACTV","","",""
"E4FG","China","CN","","","民办非企业单位","Chinese","zh","min ban fei qi ye dan wei","","","2019-07-05","ACTV","","",""
"E4YV","China","CN","","","港澳台地区旅游部门常驻内地(大陆)代表机构","Chinese","zh","gang ao tai di qu lv you bu men chang zhu nei di ( da lu ) dai biao ji gou","","","2019-07-05","ACTV","","",""
"E88S","China","CN","","","公证处","Chinese","zh","gong zheng chu","","","2019-07-05","ACTV","","",""
"ECAK","China","CN","","","企业","Chinese","zh","qi ye","","","2019-07-05","ACTV","","",""
"ESZ8","China","CN","","","其他（农业）","Chinese","zh","qi ta（ nong ye ）","","","2019-07-05","ACTV","","",""
"GGZ5","China","CN","","","社会团体","Chinese","zh","she hui tuan ti","","","2019-07-05","ACTV","","",""
"GPHT","China","CN","","","其他（文化）","Chinese","zh","qi ta（ wen hua ）","","","2019-07-05","ACTV","","",""
"I39S","China","CN","","","机关","Chinese","zh","ji guan","","","2019-07-05","ACTV","","",""
"IBEM","China","CN","","","基层法律服务所","Chinese","zh","ji ceng fa lv fu wu suo","","","2019-07-05","ACTV","","",""
"LURL","China","CN","","","其他（适用于无登记机构的的情况）","Chinese","zh","qi ta（ shi yong yu wu deng ji ji gou de de qing kuang ）","","","2019-07-05","ACTV","","",""
"NWJX","China","CN","","","其他（司法行政）","Chinese","zh","qi ta（ si fa xing zheng ）","","","2019-07-05","ACTV","","",""
"OH9O","China","CN","","","基层工会","Chinese","zh","ji ceng gong hui","","","2019-07-05","ACTV","","",""
"OMUD","China","CN","","","其他（旅游）","Chinese","zh","qi ta（ lv you ）","","","2019-07-05","ACTV","","",""
"R3O0","China","CN","","","其他（工会）","Chinese","zh","qi ta（ gong hui ）","","","2019-07-05","ACTV","","",""
"RV48","China","CN","","","个体工商户","Chinese","zh","ge ti gong shang hu","","","2019-07-05","ACTV","","",""
"S9UH","China","CN","","","司法鉴定机构","Chinese","zh","si fa jian ding ji gou","","","2019-07-05","ACTV","","",""
"SH05","China","CN","","","其他（机构编制）","Chinese","zh","qi ta（ ji gou bian zhi ）","","","2019-07-05","ACTV","","",""
"T0KK","China","CN","","","其他（宗教）","Chinese","zh","qi ta（ zong jiao ）","","","2019-07-05","ACTV","","",""
"TBG2","China","CN","","","外国旅游部门常驻代表机构","Chinese","zh","wai guo lv you bu men chang zhu dai biao ji gou","","","2019-07-05","ACTV","","",""
"UMCR","China","CN","","","农民专业合作社","Chinese","zh","nong min zhuan ye he zuo she","","","2019-07-05","ACTV","","",""
"V251","China","CN","","","仲裁委员会","Chinese","zh","zhong cai wei yuan hui","","","2019-07-05","ACTV","","",""
"V816","China","CN","","","组级集体经济组织","Chinese","zh","zu ji ji ti jing ji zu zhi","","","2019-07-05","ACTV","","",""
"WEUX","China","CN","","","其他（民政）","Chinese","zh","qi ta（ min zheng ）","","","2019-07-05","ACTV","","",""
"YXJ5","China","CN","","","宗教活动场所","Chinese","zh","zong jiao huo dong chang suo","","","2019-07-05","ACTV","","",""
"24EG","Croatia","HR","","","Kreditna unija","Croatian","hr","Kreditna unija","","","2017-11-30","ACTV","","",""
