"ELF Code","Country of formation","Country Code (ISO 3166-1)","Jurisdiction of formation","Country sub-division code (ISO 3166-2)","Entity Legal Form name Local name","Language","Language Code (ISO 639-1)","Entity Legal Form name Transliterated name (per ISO 01-140-10)","Abbreviations Local language","Abbreviations transliterated","Date created YYYY-MM-DD (ISO 8601)","ELF Status ACTV/INAC","Modification","Modification date YYYY-MM-DD (ISO 8601)","Reason"
"U2PN","Belgium","BE","","","Commanditaire vennootschap op aandelen","Dutch","nl","Commanditaire vennootschap op aandelen","Comm.VA","","2017-11-30","ACTV","","",""
"U2PN","Belgium","BE","","","Société en commandite par actions","French","fr","Société en commandite par actions","SCA","","2017-11-30","ACTV","","",""
"U2PN","Belgium","BE","","","Kommanditgesellschaft auf Aktien","German","de","Kommanditgesellschaft auf Aktien","KGaA","","2017-11-30","ACTV","","",""
"U5KF","Belgium","BE","","","Burgerlijke vennootschap onder vorm van vennootschap onder firma","Dutch","nl","Burgerlijke vennootschap onder vorm van vennootschap onder firma","BV VOF","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form UW1Y"
"U5KF","Belgium","BE","","","Société civile sous forme de société en nom collectif","French","fr","Société civile sous forme de société en nom collectif","SC SNC","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form UW1Y"
"U5KF","Belgium","BE","","","Zivilrechtliche Gesellschaft in der Rechtsform einer offenen Handelsgesellschaft","German","de","Zivilrechtliche Gesellschaft in der Rechtsform einer offenen Handelsgesellschaft","ZRG OHG","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form UW1Y"
"UCT9","Belgium","BE","","","Burgerlijke Vennootschap onder vorm van Landbouwvennootschap (BV LV)","Dutch","nl","Burgerlijke Vennootschap onder vorm van Landbouwvennootschap (BV LV)","BV LV","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form ZOK2"
"UCT9","Belgium","BE","","","Société civile sous forme de société agricole","French","fr","Société civile sous forme de société agricole","SC SAGR","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form ZOK2"
"UCT9","Belgium","BE","","","Zivilrechtliche Gesellschaft in der Rechtsform einer landwirtschaftlichen Gesellschaft","German","de","Zivilrechtliche Gesellschaft in der Rechtsform einer landwirtschaftlichen Gesellschaft","ZRG LG","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form ZOK2"
"UW1Y","Belgium","BE","","","Vennootschap onder firma","Dutch","nl","Vennootschap onder firma","V.O.F.","","2017-11-30","ACTV","","",""
"UW1Y","Belgium","BE","","","Société en nom collectif","French","fr","Société en nom collectif","SNC","","2017-11-30","ACTV","","",""
"UW1Y","Belgium","BE","","","Offene Handelsgesellschaft","German","de","Offene Handelsgesellschaft","OHG","","2017-11-30","ACTV","","",""
"V03J","Belgium","BE","","","Internationale vereniging zonder winstoogmerk","Dutch","nl","Internationale vereniging zonder winstoogmerk","IVZW","","2017-11-30","ACTV","","",""
"V03J","Belgium","BE","","","Association internationale sans but lucratif","French","fr","Association internationale sans but lucratif","AISBL","","2017-11-30","ACTV","","",""
"V03J","Belgium","BE","","","Internationale Vereinigung ohne Gewinnerzielungsabsicht","German","de","Internationale Vereinigung ohne Gewinnerzielungsabsicht","IVoG","","2017-11-30","ACTV","","",""
"V7FT","Belgium","BE","","","Naamloze vennootschap met een sociaal oogmerk","Dutch","nl","Naamloze vennootschap met een sociaal oogmerk","NV SO","","2019-07-05","ACTV","","","new legal form per 1 May 2019"
"V7FT","Belgium","BE","","","Société anonyme à finalité sociale","French","fr","Société anonyme à finalité sociale","SA FS","","2019-07-05","ACTV","","","new legal form per 1 May 2019"
"V7FT","Belgium","BE","","","Aktiengesellschaft mit sozialer Zielsetzung","German","de","Aktiengesellschaft mit sozialer Zielsetzung","AGmsZ","","2019-07-05","ACTV","","","new legal form per 1 May 2019"
"V8L7","Belgium","BE","","","Burgerlijke vennootschap onder vorm van besloten vennootschap met beperkte aansprakelijkheid","Dutch","nl","Burgerlijke vennootschap onder vorm van besloten vennootschap met beperkte aansprakelijkheid","BV BVBA","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form N5NT"
"V8L7","Belgium","BE","","","Société civile sous forme de société privée à responsabilité limitée","French","fr","Société civile sous forme de société privée à responsabilité limitée","SC SPRL","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form N5NT"
"V8L7","Belgium","BE","","","Zivilrechtliche Gesellschaft in der Rechtsform einer Privatgesellschaft mit beschränkter Haftung","German","de","Zivilrechtliche Gesellschaft in der Rechtsform einer Privatgesellschaft mit beschränkter Haftung","ZvGPgbH","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form N5NT"
"W3WH","Belgium","BE","","","Vereniging zonder winstoogmerk","Dutch","nl","Vereniging zonder winstoogmerk","VZW","","2017-11-30","ACTV","","",""
"W3WH","Belgium","BE","","","Association sans but lucratif","French","fr","Association sans but lucratif","ASBL","","2017-11-30","ACTV","","",""
"W3WH","Belgium","BE","","","Vereinigung ohne Gewinnerzielungsabsicht","German","de","Vereinigung ohne Gewinnerzielungsabsicht","VoG","","2017-11-30","ACTV","","",""
"WTLP","Belgium","BE","","","Burgerlijke vennootschap onder vorm van coöperatieve vennootschap met onbeperkte aansprakelijkheid","Dutch","nl","Burgerlijke vennootschap onder vorm van coöperatieve vennootschap met onbeperkte aansprakelijkheid","BV CVOA","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form LWHF"
"WTLP","Belgium","BE","","","Société civile sous forme de société coopérative à responsabilité illimitée","French","fr","Société civile sous forme de société coopérative à responsabilité illimitée","SC SCRI","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form LWHF"
"WTLP","Belgium","BE","","","Zivilrechtliche Gesellschaft in der Rechtsform einer Genossenschaft mit unbeschränkter Haftung","German","de","Zivilrechtliche Gesellschaft in der Rechtsform einer Genossenschaft mit unbeschränkter Haftung","ZvGGugcH","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form LWHF"
"X8ZK","Belgium","BE","","","Coöperatieve vennootschap met beperkte aansprakelijkheid van publiek recht","Dutch","nl","Coöperatieve vennootschap met beperkte aansprakelijkheid van publiek recht","CVBA PR","","2017-11-30","ACTV","legislation change","2019-07-05","after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
"X8ZK","Belgium","BE","","","Société coopérative à responsabilité limitée de droit public","French","fr","Société coopérative à responsabilité limitée de droit public","SCRL DPU","","2017-11-30","ACTV","legislation change","2019-07-05","after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
"X8ZK","Belgium","BE","","","Öffentlich-rechtliche Genossenschaft mit beschränkter Haftung","German","de","Öffentlich-rechtliche Genossenschaft mit beschränkter Haftung","ÖfrGmbH","","2017-11-30","ACTV","legislation change","2019-07-05","after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
"XLEO","Belgium","BE","","","Gewone commanditaire vennootschap met een sociaal oogmerk","Dutch","nl","Gewone commanditaire vennootschap met een sociaal oogmerk","GCW SO","","2017-11-30","ACTV","legislation change","2019-07-05","after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
"XLEO","Belgium","BE","","","Société en commandite simple à finalité sociale","French","fr","Société en commandite simple à finalité sociale","SCS FS","","2017-11-30","ACTV","legislation change","2019-07-05","after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
"XLEO","Belgium","BE","","","Einfache Kommanditgesellschaft mit sozialer Zielsetzung","German","de","Einfache Kommanditgesellschaft mit sozialer Zielsetzung","EKGmsZ","","2017-11-30","ACTV","legislation change","2019-07-05","after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
"XQZX","Belgium","BE","","","Burgerlijke vennootschap onder vorm van naamloze vennootschap","Dutch","nl","Burgerlijke vennootschap onder vorm van naamloze vennootschap","BV NV","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form R85P"
"XQZX","Belgium","BE","","","Société civile sous forme de société anonyme","French","fr","Société civile sous forme de société anonyme","SC SA","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form R85P"
"XQZX","Belgium","BE","","","Zivilrechtliche Gesellschaft in der Rechtsform einer Aktiengesellschaft","German","de","Zivilrechtliche Gesellschaft in der Rechtsform einer Aktiengesellschaft","ZRG AG","","2017-11-30","INAC","legislation change","2018-11-01","per 1 Nov 2018 legal form abolished and automatically transformed into legal form R85P"
"Y1Q4","Belgium","BE","","","Private stichting","Dutch","nl","Private stichting","PRIV ST.;PS","","2017-11-30","ACTV","abbreviation changed","2019-07-05","abbreviation changed"
"Y1Q4","Belgium","BE","","","Fondation privée","French","fr","Fondation privée","FONDPRIV","","2017-11-30","ACTV","","",""
"Y1Q4","Belgium","BE","","","Privatstiftung","German","de","Privatstiftung","PrSt","","2017-11-30","ACTV","","",""
"YBHM","Belgium","BE","","","Europese Coöperatieve Vennootschap","Dutch","nl","Europese Coöperatieve Vennootschap","SCE","","2017-11-30","ACTV","","",""
"YBHM","Belgium","BE","","","Société coopérative européenne","French","fr","Société coopérative européenne","SCE","","2017-11-30","ACTV","","",""
"YBHM","Belgium","BE","","","Europäische Genossenschaft","German","de","Europäische Genossenschaft","OFP","","2017-11-30","ACTV","","",""
"ZOK2","Belgium","BE","","","Landbouwvennootschap","Dutch","nl","Landbouwvennootschap","LV","","2017-11-30","ACTV","legislation change","2019-07-05","after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
"ZOK2","Belgium","BE","","","Société agricole","French","fr","Société agricole","S. Agr.","","2017-11-30","ACTV","legislation change","2019-07-05","after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
"ZOK2","Belgium","BE","","","Landwirtschaftliche Gesellschaft","German","de","Landwirtschaftliche Gesellschaft","LG","","2017-11-30","ACTV","legislation change","2019-07-05","after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
"ZSFX","Belgium","BE","","","Naamloze vennootschap met een sociaal oogmerk","Dutch","nl","Naamloze vennootschap met een sociaal oogmerk","NV SO","","2017-11-30","ACTV","legislation change","2019-07-05","after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
"ZSFX","Belgium","BE","","","Société anonyme à finalité sociale","French","fr","Société anonyme à finalité sociale","SA FS","","2017-11-30","ACTV","legislation change","2019-07-05","after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
"ZSFX","Belgium","BE","","","Aktiengesellschaft mit sozialer Zielsetzung","German","de","Aktiengesellschaft mit sozialer Zielsetzung","AGmsZ","","2017-11-30","ACTV","legislation change","2019-07-05","after 1 May 2019, this legal form is no longer used for new entities; it still exists for entities established before that date"
"ZUHK","Belgium","BE","","","Stichting van openbaar nut","Dutch","nl","Stichting van openbaar nut","SON","","2017-11-30","ACTV","","",""
"ZUHK","Belgium","BE","","","Fondation d'utilité publique","French","fr","Fondation d'utilité publique","FUP","","2017-11-30","ACTV","","",""
"ZUHK","Belgium","BE","","","Gemeinnützige Stiftung","German","de","Gemeinnützige Stiftung","gnS","","2017-11-30","ACTV","","",""
"1A0A","Bonaire, Sint Eustatius and Saba","BQ","","","Besloten vennootschap","Dutch","nl","Besloten vennootschap","","","2017-11-30","ACTV","","",""
"3Y5C","Bonaire, Sint Eustatius and Saba","BQ","","","Besloten vennootschap naar Nederlands recht","Dutch","nl","Besloten vennootschap naar Nederlands recht","","","2017-11-30","ACTV","","",""
"4S4Z","Bonaire, Sint Eustatius and Saba","BQ","","","Commanditaire vennootschap met meerdere beherende vennoten","Dutch","nl","Commanditaire vennootschap met meerdere beherende vennoten","","","2017-11-30","ACTV","","",""
